K,Success_bot4,Steps_bot4,Survival_bot4
0,True,34,0.0
0,True,27,0.0
0,True,37,0.0
0,True,15,0.0
0,True,14,0.0
0,True,25,0.0
0,True,37,0.0
0,True,5,0.0
0,True,43,0.0
0,True,28,0.0
0,True,24,0.0
0,True,25,0.0
0,True,28,0.0
0,True,29,0.0
0,True,18,0.0
0,True,14,0.0
0,True,18,0.0
0,True,18,0.0
0,True,39,0.0
0,True,14,0.0
0,True,22,0.0
0,True,15,0.0
0,True,37,0.0
0,True,27,0.0
0,True,24,0.0
0,True,20,0.0
0,True,38,0.0
0,True,17,0.0
0,True,26,0.0
0,True,34,0.0
0,True,37,0.0
0,True,27,0.0
0,True,18,0.0
0,True,21,0.0
0,True,19,0.0
0,True,29,0.0
0,True,23,0.0
0,True,19,0.0
0,True,27,0.0
0,True,27,0.0
0,True,12,0.0
0,True,22,0.0
0,True,24,0.0
0,True,11,0.0
0,True,26,0.0
0,True,23,0.0
0,True,18,0.0
0,True,24,0.0
0,True,19,0.0
0,True,15,0.0
0,True,13,0.0
0,True,12,0.0
0,True,19,0.0
0,True,5,0.0
0,True,15,0.0
0,True,31,0.0
0,True,9,0.0
0,True,22,0.0
0,True,29,0.0
0,True,24,0.0
0,True,23,0.0
0,True,21,0.0
0,True,9,0.0
0,True,33,0.0
0,True,21,0.0
0,True,17,0.0
0,True,23,0.0
0,True,33,0.0
0,True,10,0.0
0,True,28,0.0
0,True,25,0.0
0,True,13,0.0
0,True,23,0.0
0,True,34,0.0
0,True,38,0.0
0,True,40,0.0
0,True,28,0.0
0,True,37,0.0
0,True,20,0.0
0,True,38,0.0
0,True,24,0.0
0,True,15,0.0
0,True,10,0.0
0,True,39,0.0
0,True,24,0.0
0,True,43,0.0
0,True,36,0.0
0,True,12,0.0
0,True,19,0.0
0,True,28,0.0
0,True,22,0.0
0,True,14,0.0
0,True,18,0.0
0,True,13,0.0
0,True,47,0.0
0,True,44,0.0
0,True,31,0.0
0,True,31,0.0
0,True,43,0.0
0,True,35,0.0
0,True,32,0.0
0,True,16,0.0
0,True,23,0.0
0,True,38,0.0
0,True,31,0.0
0,True,29,0.0
0,True,41,0.0
0,True,11,0.0
0,True,26,0.0
0,True,11,0.0
0,True,25,0.0
0,True,17,0.0
0,True,22,0.0
0,True,50,0.0
0,True,47,0.0
0,True,16,0.0
0,True,19,0.0
0,True,8,0.0
0,True,34,0.0
0,True,13,0.0
0,True,40,0.0
0,True,23,0.0
0,True,29,0.0
0,True,4,0.0
0,True,16,0.0
0,True,18,0.0
0,True,22,0.0
0,True,35,0.0
0,True,14,0.0
0,True,34,0.0
0,True,32,0.0
0,True,34,0.0
0,True,33,0.0
0,True,18,0.0
0,True,20,0.0
0,True,28,0.0
0,True,33,0.0
0,True,9,0.0
0,True,35,0.0
0,True,28,0.0
0,True,21,0.0
0,True,35,0.0
0,True,3,0.0
0,True,39,0.0
0,True,23,0.0
0,True,24,0.0
0,True,38,0.0
0,True,18,0.0
0,True,8,0.0
0,True,42,0.0
0,True,32,0.0
0,True,32,0.0
0,True,17,0.0
0,True,31,0.0
0,True,31,0.0
0,True,18,0.0
0,True,13,0.0
0,True,33,0.0
0,True,9,0.0
0,True,23,0.0
0,True,34,0.0
0,True,25,0.0
0,True,34,0.0
0,True,29,0.0
0,True,32,0.0
0,True,32,0.0
0,True,21,0.0
0,True,14,0.0
0,True,15,0.0
0,True,19,0.0
0,True,26,0.0
0,True,27,0.0
0,True,36,0.0
0,True,15,0.0
0,True,23,0.0
0,True,28,0.0
0,True,31,0.0
0,True,14,0.0
0,True,38,0.0
0,True,25,0.0
0,True,21,0.0
0,True,18,0.0
0,True,21,0.0
0,True,29,0.0
0,True,15,0.0
0,True,36,0.0
0,True,32,0.0
0,True,15,0.0
0,True,9,0.0
0,True,26,0.0
0,True,27,0.0
0,True,19,0.0
0,True,36,0.0
0,True,29,0.0
0,True,23,0.0
0,True,28,0.0
0,True,22,0.0
0,True,21,0.0
0,True,35,0.0
0,True,33,0.0
0,True,22,0.0
0,True,41,0.0
0,True,17,0.0
0,True,31,0.0
0,True,23,0.0
0,True,25,0.0
0,True,20,0.0
0,True,15,0.0
0,True,31,0.0
0,True,27,0.0
0,True,11,0.0
0,True,18,0.0
0,True,13,0.0
0,True,6,0.0
0,True,28,0.0
0,True,17,0.0
0,True,47,0.0
0,True,22,0.0
0,True,1,0.0
0,True,30,0.0
0,True,45,0.0
0,True,26,0.0
0,True,26,0.0
0,True,15,0.0
0,True,32,0.0
0,True,17,0.0
0,True,11,0.0
0,True,15,0.0
0,True,6,0.0
0,True,19,0.0
0,True,34,0.0
0,True,22,0.0
0,True,31,0.0
0,True,26,0.0
0,True,5,0.0
0,True,20,0.0
0,True,17,0.0
0,True,28,0.0
0,True,17,0.0
0,True,20,0.0
0,True,9,0.0
0,True,12,0.0
0,True,8,0.0
0,True,2,0.0
0,True,40,0.0
0,True,20,0.0
0,True,53,0.0
0,True,34,0.0
0,True,19,0.0
0,True,23,1.0
2,False,7,1.0
2,True,38,-0.0
2,True,36,-0.0
2,True,13,-0.0
2,True,34,-0.0
2,True,34,-0.0
2,True,24,-0.0
2,True,27,-0.0
2,False,12,-0.0
2,True,10,-0.0
2,True,50,-0.0
2,True,5,-0.0
2,True,34,-0.0
2,True,32,-0.0
2,True,15,-0.0
2,True,22,-0.0
2,True,27,-0.0
2,True,20,-0.0
2,True,29,-0.0
2,True,8,-0.0
2,True,41,-0.0
2,True,36,-0.0
2,True,26,-0.0
2,True,33,-0.0
2,True,14,-0.0
2,True,18,-0.0
2,False,39,-0.0
2,True,18,-0.0
2,True,34,-0.0
2,True,17,-0.0
2,True,19,-0.0
2,True,19,-0.0
2,True,38,-0.0
2,True,27,-0.0
2,True,11,-0.0
2,True,14,-0.0
2,True,38,-0.0
2,True,5,-0.0
2,True,17,-0.0
2,True,24,-0.0
2,True,29,-0.0
2,True,32,-0.0
2,True,20,-0.0
2,True,34,-0.0
2,True,30,-0.0
2,True,32,-0.0
2,True,26,-0.0
2,False,30,-0.0
2,True,29,-0.0
2,True,23,-0.0
2,True,17,-0.0
2,True,35,-0.0
2,True,29,-0.0
2,True,30,-0.0
2,True,22,-0.0
2,True,23,-0.0
2,True,23,-0.0
2,True,24,-0.0
2,True,44,-0.0
2,True,10,-0.0
2,True,31,-0.0
2,True,13,-0.0
2,True,22,-0.0
2,True,8,-0.0
2,True,31,-0.0
2,True,11,-0.0
2,True,23,-0.0
2,True,25,-0.0
2,True,38,-0.0
2,True,2,-0.0
2,True,31,-0.0
2,True,28,-0.0
2,True,16,-0.0
2,True,28,-0.0
2,True,51,-0.0
2,True,20,-0.0
2,True,19,-0.0
2,True,25,-0.0
2,True,18,-0.0
2,True,10,-0.0
2,False,9,-0.0
2,True,42,-0.0
2,True,47,-0.0
2,True,8,-0.0
2,True,24,-0.0
2,True,17,-0.0
2,True,10,-0.0
2,True,32,-0.0
2,True,13,-0.0
2,True,41,-0.0
2,True,14,-0.0
2,True,38,-0.0
2,True,38,-0.0
2,True,12,-0.0
2,True,11,-0.0
2,True,26,-0.0
2,True,6,-0.0
2,True,2,-0.0
2,True,13,-0.0
2,True,22,-0.0
2,True,17,-0.0
2,True,29,-0.0
2,True,10,-0.0
2,True,29,-0.0
2,True,9,-0.0
2,True,37,-0.0
2,True,24,-0.0
2,False,19,-0.0
2,True,16,-0.0
2,True,21,-0.0
2,True,31,-0.0
2,True,24,-0.0
2,True,22,-0.0
2,True,4,-0.0
2,True,16,-0.0
2,False,25,-0.0
2,True,22,-0.0
2,True,15,-0.0
2,False,30,-0.0
2,True,3,-0.0
2,True,17,-0.0
2,True,40,-0.0
2,True,24,-0.0
2,True,15,-0.0
2,True,30,-0.0
2,True,18,-0.0
2,False,10,-0.0
2,True,19,-0.0
2,True,23,-0.0
2,True,20,-0.0
2,True,31,-0.0
2,True,18,-0.0
2,True,17,-0.0
2,True,44,-0.0
2,True,31,-0.0
2,True,19,-0.0
2,True,8,-0.0
2,True,25,-0.0
2,True,35,-0.0
2,True,24,-0.0
2,True,38,-0.0
2,True,26,-0.0
2,True,21,-0.0
2,False,15,-0.0
2,True,22,-0.0
2,True,17,-0.0
2,True,19,-0.0
2,False,18,-0.0
2,True,27,-0.0
2,True,13,-0.0
2,True,46,-0.0
2,False,35,-0.0
2,True,22,-0.0
2,False,0,-0.0
2,True,18,-0.0
2,True,18,-0.0
2,False,21,-0.0
2,True,42,-0.0
2,True,32,-0.0
2,True,37,-0.0
2,True,33,-0.0
2,True,19,-0.0
2,True,24,-0.0
2,True,38,-0.0
2,True,23,-0.0
2,True,24,-0.0
2,True,7,-0.0
2,True,5,-0.0
2,True,22,-0.0
2,True,19,-0.0
2,True,17,-0.0
2,True,17,-0.0
2,True,8,-0.0
2,True,33,-0.0
2,True,32,-0.0
2,True,11,-0.0
2,True,43,-0.0
2,True,29,-0.0
2,True,16,-0.0
2,True,30,-0.0
2,False,16,-0.0
2,True,23,-0.0
2,True,18,-0.0
2,True,22,-0.0
2,True,17,-0.0
2,True,25,-0.0
2,True,18,-0.0
2,True,26,-0.0
2,True,14,-0.0
2,True,30,-0.0
2,True,15,-0.0
2,True,36,-0.0
2,True,9,-0.0
2,True,20,-0.0
2,True,14,-0.0
2,True,23,-0.0
2,True,28,-0.0
2,True,8,-0.0
2,True,47,-0.0
2,True,30,-0.0
2,True,18,-0.0
2,True,30,-0.0
2,True,16,-0.0
2,True,41,-0.0
2,True,21,-0.0
2,True,16,-0.0
2,True,37,-0.0
2,True,12,-0.0
2,True,14,-0.0
2,True,23,-0.0
2,True,24,-0.0
2,True,19,-0.0
2,True,27,-0.0
2,True,31,-0.0
2,True,13,-0.0
2,True,26,-0.0
2,True,13,-0.0
2,True,26,-0.0
2,True,14,-0.0
2,True,30,-0.0
2,True,36,-0.0
2,True,29,-0.0
2,False,16,-0.0
2,True,4,-0.0
2,True,26,-0.0
2,True,13,-0.0
2,True,24,-0.0
2,False,15,-0.0
2,True,33,-0.0
2,True,22,-0.0
2,True,46,-0.0
2,True,14,-0.0
2,True,17,-0.0
2,True,22,-0.0
2,True,7,-0.0
2,True,42,-0.0
2,True,12,-0.0
2,True,34,-0.0
2,True,19,-0.0
2,True,30,-0.0
2,True,15,-0.0
2,True,25,-0.0
2,True,53,-0.0
2,True,15,-0.0
2,False,10,-0.0
2,True,26,-0.0
2,True,27,-0.0
2,True,24,-0.0
2,True,18,-0.0
2,True,12,-0.0
4,True,20,-0.0
4,True,21,-0.0
4,True,27,-0.0
4,True,19,-0.0
4,False,15,-0.0
4,True,30,-0.0
4,True,38,-0.0
4,True,17,-0.0
4,True,38,-0.0
4,True,13,-0.0
4,True,28,-0.0
4,True,29,-0.0
4,True,8,-0.0
4,True,13,-0.0
4,True,29,-0.0
4,False,25,-0.0
4,True,20,-0.0
4,True,31,-0.0
4,True,31,-0.0
4,True,33,-0.0
4,True,25,-0.0
4,True,26,-0.0
4,True,16,-0.0
4,True,15,-0.0
4,True,21,-0.0
4,True,20,-0.0
4,True,29,-0.0
4,True,11,-0.0
4,True,5,-0.0
4,True,35,-0.0
4,True,23,-0.0
4,True,31,-0.0
4,True,42,-0.0
4,True,13,-0.0
4,True,28,-0.0
4,True,30,-0.0
4,False,9,-0.0
4,True,37,-0.0
4,False,7,-0.0
4,True,21,-0.0
4,True,42,-0.0
4,True,22,-0.0
4,True,38,-0.0
4,True,9,-0.0
4,True,24,-0.0
4,True,25,-0.0
4,True,34,-0.0
4,True,19,-0.0
4,True,28,-0.0
4,True,34,-0.0
4,True,37,-0.0
4,True,19,-0.0
4,True,19,-0.0
4,True,10,-0.0
4,False,0,-0.0
4,True,28,-0.0
4,True,15,-0.0
4,False,6,-0.0
4,True,48,-0.0
4,True,16,-0.0
4,True,13,-0.0
4,True,30,-0.0
4,True,26,-0.0
4,True,47,-0.0
4,False,2,-0.0
4,True,21,-0.0
4,False,0,-0.0
4,False,12,-0.0
4,True,10,-0.0
4,True,37,-0.0
4,True,40,-0.0
4,True,8,-0.0
4,True,32,-0.0
4,True,34,-0.0
4,True,13,-0.0
4,True,43,-0.0
4,False,9,-0.0
4,True,29,-0.0
4,True,31,-0.0
4,True,21,-0.0
4,True,20,-0.0
4,True,28,-0.0
4,True,3,-0.0
4,True,23,-0.0
4,True,26,-0.0
4,True,10,-0.0
4,True,19,-0.0
4,True,41,-0.0
4,True,35,-0.0
4,True,37,-0.0
4,True,29,-0.0
4,True,39,-0.0
4,False,34,-0.0
4,True,26,-0.0
4,True,21,-0.0
4,True,34,-0.0
4,True,24,-0.0
4,False,9,-0.0
4,True,25,-0.0
4,True,18,-0.0
4,True,17,-0.0
4,True,11,-0.0
4,False,0,-0.0
4,True,25,-0.0
4,True,45,-0.0
4,True,29,-0.0
4,True,21,-0.0
4,False,16,-0.0
4,True,2,-0.0
4,True,25,-0.0
4,True,27,-0.0
4,True,39,-0.0
4,True,33,-0.0
4,True,34,-0.0
4,True,8,-0.0
4,True,39,-0.0
4,True,34,-0.0
4,True,14,-0.0
4,True,36,-0.0
4,True,8,-0.0
4,True,32,-0.0
4,True,22,-0.0
4,True,38,-0.0
4,True,29,-0.0
4,True,11,-0.0
4,False,33,-0.0
4,False,1,-0.0
4,True,22,-0.0
4,False,9,-0.0
4,True,26,-0.0
4,True,20,-0.0
4,True,27,-0.0
4,True,22,-0.0
4,True,23,-0.0
4,True,10,-0.0
4,True,9,-0.0
4,True,37,-0.0
4,False,29,-0.0
4,True,47,-0.0
4,True,33,-0.0
4,True,32,-0.0
4,True,53,-0.0
4,True,38,-0.0
4,True,38,-0.0
4,False,25,-0.0
4,True,30,-0.0
4,False,0,-0.0
4,True,43,-0.0
4,True,9,-0.0
4,True,20,-0.0
4,True,13,-0.0
4,True,14,-0.0
4,True,39,-0.0
4,True,28,-0.0
4,True,36,-0.0
4,True,35,-0.0
4,True,24,-0.0
4,True,20,-0.0
4,True,27,-0.0
4,True,26,-0.0
4,True,26,-0.0
4,True,32,-0.0
4,True,11,-0.0
4,True,23,-0.0
4,True,34,-0.0
4,True,28,-0.0
4,True,29,-0.0
4,False,21,-0.0
4,False,28,-0.0
4,False,33,-0.0
4,True,29,-0.0
4,True,13,-0.0
4,True,26,-0.0
4,True,17,-0.0
4,True,15,-0.0
4,True,18,-0.0
4,True,22,-0.0
4,True,20,-0.0
4,True,23,-0.0
4,True,23,-0.0
4,True,30,-0.0
4,True,34,-0.0
4,True,22,-0.0
4,True,41,-0.0
4,True,24,-0.0
4,True,12,-0.0
4,True,15,-0.0
4,False,7,-0.0
4,True,38,-0.0
4,True,8,-0.0
4,True,22,-0.0
4,True,17,-0.0
4,True,18,-0.0
4,True,28,-0.0
4,False,26,-0.0
4,False,3,-0.0
4,True,25,-0.0
4,True,22,-0.0
4,False,28,-0.0
4,True,25,-0.0
4,True,14,-0.0
4,True,16,-0.0
4,True,26,-0.0
4,True,7,-0.0
4,True,15,-0.0
4,True,49,-0.0
4,True,35,-0.0
4,True,22,-0.0
4,True,27,-0.0
4,True,7,-0.0
4,True,7,-0.0
4,True,23,-0.0
4,False,6,-0.0
4,True,22,-0.0
4,True,13,-0.0
4,True,28,-0.0
4,True,22,-0.0
4,True,8,-0.0
4,True,17,-0.0
4,False,15,-0.0
4,True,12,-0.0
4,True,18,-0.0
4,True,12,-0.0
4,False,2,-0.0
4,True,43,-0.0
4,True,15,-0.0
4,True,26,-0.0
4,True,13,-0.0
4,True,30,-0.0
4,True,12,-0.0
4,True,6,-0.0
4,True,27,-0.0
4,True,35,-0.0
4,True,39,-0.0
4,True,37,-0.0
4,True,17,-0.0
4,False,25,-0.0
4,True,8,-0.0
4,False,12,-0.0
4,True,31,-0.0
4,True,23,-0.0
4,True,34,-0.0
4,True,45,-0.0
4,True,21,-0.0
4,False,17,-0.0
4,True,21,-0.0
4,True,7,-0.0
4,True,12,-0.0
4,True,15,-0.0
4,True,14,-0.0
6,True,15,-0.0
6,False,12,-0.0
6,True,32,-0.0
6,True,7,-0.0
6,True,43,-0.0
6,True,32,-0.0
6,True,14,-0.0
6,False,10,-0.0
6,True,32,-0.0
6,True,26,-0.0
6,True,6,-0.0
6,True,25,-0.0
6,True,31,-0.0
6,False,3,-0.0
6,True,38,-0.0
6,True,28,-0.0
6,True,27,-0.0
6,False,10,-0.0
6,True,12,-0.0
6,True,32,-0.0
6,True,28,-0.0
6,False,23,-0.0
6,True,35,-0.0
6,True,34,-0.0
6,True,32,-0.0
6,True,21,-0.0
6,False,27,-0.0
6,False,21,-0.0
6,True,33,-0.0
6,True,21,-0.0
6,True,16,-0.0
6,True,27,-0.0
6,True,37,-0.0
6,True,35,-0.0
6,True,8,-0.0
6,True,28,-0.0
6,False,6,-0.0
6,True,9,-0.0
6,True,35,-0.0
6,True,36,-0.0
6,False,3,-0.0
6,True,12,-0.0
6,True,16,-0.0
6,True,51,-0.0
6,True,31,-0.0
6,True,24,-0.0
6,True,27,-0.0
6,True,19,-0.0
6,True,17,-0.0
6,True,20,-0.0
6,True,10,-0.0
6,True,34,-0.0
6,True,47,-0.0
6,True,26,-0.0
6,True,4,-0.0
6,False,13,-0.0
6,False,9,-0.0
6,True,12,-0.0
6,True,40,-0.0
6,True,24,-0.0
6,False,41,-0.0
6,True,35,-0.0
6,False,46,-0.0
6,True,17,-0.0
6,True,20,-0.0
6,True,19,-0.0
6,True,14,-0.0
6,False,3,-0.0
6,False,2,-0.0
6,True,30,-0.0
6,True,14,-0.0
6,True,38,-0.0
6,True,41,-0.0
6,True,37,-0.0
6,True,14,-0.0
6,False,27,-0.0
6,False,0,-0.0
6,True,35,-0.0
6,True,21,-0.0
6,True,35,-0.0
6,True,8,-0.0
6,True,14,-0.0
6,True,20,-0.0
6,True,40,-0.0
6,True,10,-0.0
6,True,34,-0.0
6,False,16,-0.0
6,True,34,-0.0
6,False,28,-0.0
6,True,7,-0.0
6,True,50,-0.0
6,True,20,-0.0
6,True,15,-0.0
6,True,17,-0.0
6,True,26,-0.0
6,False,0,-0.0
6,False,22,-0.0
6,False,24,-0.0
6,True,14,-0.0
6,True,19,-0.0
6,True,10,-0.0
6,True,25,-0.0
6,False,0,-0.0
6,True,48,-0.0
6,True,21,-0.0
6,True,22,-0.0
6,True,21,-0.0
6,True,30,-0.0
6,True,26,-0.0
6,True,1,-0.0
6,True,29,-0.0
6,True,19,-0.0
6,False,3,-0.0
6,True,22,-0.0
6,False,0,-0.0
6,True,13,-0.0
6,True,22,-0.0
6,False,22,-0.0
6,True,27,-0.0
6,True,39,-0.0
6,False,8,-0.0
6,True,15,-0.0
6,False,2,-0.0
6,True,32,-0.0
6,True,41,-0.0
6,True,7,-0.0
6,True,18,-0.0
6,True,30,-0.0
6,True,8,-0.0
6,True,23,-0.0
6,False,16,-0.0
6,True,31,-0.0
6,True,7,-0.0
6,True,42,-0.0
6,True,34,-0.0
6,False,1,-0.0
6,True,40,-0.0
6,False,3,-0.0
6,True,18,-0.0
6,True,15,-0.0
6,True,4,-0.0
6,True,33,-0.0
6,True,23,-0.0
6,True,21,-0.0
6,True,4,-0.0
6,True,31,-0.0
6,True,20,-0.0
6,True,1,-0.0
6,True,17,-0.0
6,True,37,-0.0
6,True,2,-0.0
6,True,4,-0.0
6,True,6,-0.0
6,True,15,-0.0
6,True,14,-0.0
6,False,19,-0.0
6,True,38,-0.0
6,False,0,-0.0
6,False,6,-0.0
6,True,12,-0.0
6,False,24,-0.0
6,False,28,-0.0
6,False,23,-0.0
6,True,39,-0.0
6,True,32,-0.0
6,False,27,-0.0
6,True,33,-0.0
6,True,34,-0.0
6,True,13,-0.0
6,True,25,-0.0
6,True,18,-0.0
6,True,26,-0.0
6,True,13,-0.0
6,True,4,-0.0
6,True,33,-0.0
6,True,12,-0.0
6,True,19,-0.0
6,True,28,-0.0
6,True,34,-0.0
6,True,35,-0.0
6,True,16,-0.0
6,False,24,-0.0
6,False,10,-0.0
6,True,10,-0.0
6,True,29,-0.0
6,True,11,-0.0
6,False,21,-0.0
6,True,24,-0.0
6,True,24,-0.0
6,True,13,-0.0
6,True,27,-0.0
6,True,37,-0.0
6,False,31,-0.0
6,True,22,-0.0
6,True,37,-0.0
6,False,4,-0.0
6,True,37,-0.0
6,False,26,-0.0
6,True,51,-0.0
6,True,7,-0.0
6,True,22,-0.0
6,True,24,-0.0
6,True,12,-0.0
6,False,29,-0.0
6,True,16,-0.0
6,False,36,-0.0
6,True,22,-0.0
6,True,25,-0.0
6,False,17,-0.0
6,True,12,-0.0
6,True,42,-0.0
6,True,23,-0.0
6,True,41,-0.0
6,True,36,-0.0
6,True,19,-0.0
6,True,22,-0.0
6,True,9,-0.0
6,False,34,-0.0
6,False,23,-0.0
6,True,30,-0.0
6,True,32,-0.0
6,True,14,-0.0
6,False,10,-0.0
6,True,19,-0.0
6,True,7,-0.0
6,True,17,-0.0
6,False,10,-0.0
6,True,8,-0.0
6,False,7,-0.0
6,True,17,-0.0
6,True,20,-0.0
6,True,11,-0.0
6,True,18,-0.0
6,False,11,-0.0
6,True,35,-0.0
6,True,13,-0.0
6,True,28,-0.0
6,False,18,-0.0
6,True,22,-0.0
6,True,16,-0.0
6,True,16,-0.0
6,True,27,-0.0
6,True,32,-0.0
6,True,42,-0.0
6,True,38,-0.0
6,True,3,-0.0
6,True,28,-0.0
6,True,6,-0.0
6,True,38,-0.0
6,False,22,-0.0
8,True,54,-0.0
8,True,28,-0.0
8,True,29,-0.0
8,False,7,-0.0
8,True,42,-0.0
8,True,16,-0.0
8,False,4,-0.0
8,True,15,-0.0
8,False,2,-0.0
8,True,23,-0.0
8,True,21,-0.0
8,True,32,-0.0
8,True,29,-0.0
8,True,39,-0.0
8,False,11,-0.0
8,True,38,-0.0
8,True,28,-0.0
8,True,16,-0.0
8,True,14,-0.0
8,True,21,-0.0
8,True,11,-0.0
8,True,6,-0.0
8,True,18,-0.0
8,True,12,-0.0
8,True,27,-0.0
8,True,36,-0.0
8,True,27,-0.0
8,True,24,-0.0
8,True,19,-0.0
8,False,7,-0.0
8,True,21,-0.0
8,True,9,-0.0
8,True,23,-0.0
8,False,16,-0.0
8,True,25,-0.0
8,True,23,-0.0
8,True,35,-0.0
8,False,16,-0.0
8,True,17,-0.0
8,False,9,-0.0
8,False,34,-0.0
8,True,23,-0.0
8,False,0,-0.0
8,True,23,-0.0
8,True,8,-0.0
8,False,19,-0.0
8,True,16,-0.0
8,True,6,-0.0
8,True,45,-0.0
8,True,21,-0.0
8,False,9,-0.0
8,True,5,-0.0
8,True,8,-0.0
8,True,5,-0.0
8,True,30,-0.0
8,False,2,-0.0
8,True,31,-0.0
8,True,21,-0.0
8,True,7,-0.0
8,True,27,-0.0
8,True,39,-0.0
8,True,1,-0.0
8,True,29,-0.0
8,True,15,-0.0
8,True,16,-0.0
8,False,24,-0.0
8,True,13,-0.0
8,True,31,-0.0
8,True,18,-0.0
8,False,12,-0.0
8,False,28,-0.0
8,True,13,-0.0
8,True,12,-0.0
8,True,16,-0.0
8,True,22,-0.0
8,True,20,-0.0
8,True,31,-0.0
8,True,17,-0.0
8,False,16,-0.0
8,False,6,-0.0
8,True,19,-0.0
8,False,19,-0.0
8,True,25,-0.0
8,True,21,-0.0
8,False,17,-0.0
8,False,12,-0.0
8,True,30,-0.0
8,False,12,-0.0
8,False,27,-0.0
8,True,8,-0.0
8,True,17,-0.0
8,True,32,-0.0
8,True,40,-0.0
8,False,16,-0.0
8,True,26,-0.0
8,False,11,-0.0
8,True,20,-0.0
8,True,54,-0.0
8,True,5,-0.0
8,True,23,-0.0
8,True,16,-0.0
8,False,3,-0.0
8,True,27,-0.0
8,False,12,-0.0
8,False,2,-0.0
8,False,21,-0.0
8,False,13,-0.0
8,False,1,-0.0
8,False,11,-0.0
8,True,15,-0.0
8,True,22,-0.0
8,True,5,-0.0
8,True,26,-0.0
8,True,45,-0.0
8,False,22,-0.0
8,False,17,-0.0
8,True,21,-0.0
8,True,26,-0.0
8,False,16,-0.0
8,True,31,-0.0
8,True,17,-0.0
8,True,17,-0.0
8,False,24,-0.0
8,True,35,-0.0
8,True,24,-0.0
8,True,18,-0.0
8,False,21,-0.0
8,False,11,-0.0
8,True,3,-0.0
8,True,24,-0.0
8,True,20,-0.0
8,True,21,-0.0
8,True,29,-0.0
8,True,40,-0.0
8,False,0,-0.0
8,False,0,-0.0
8,True,46,-0.0
8,True,33,-0.0
8,False,2,-0.0
8,True,32,-0.0
8,True,3,-0.0
8,True,15,-0.0
8,True,31,-0.0
8,True,33,-0.0
8,True,17,-0.0
8,False,24,-0.0
8,False,10,-0.0
8,True,40,-0.0
8,True,25,-0.0
8,True,33,-0.0
8,True,11,-0.0
8,False,8,-0.0
8,True,30,-0.0
8,True,7,-0.0
8,True,38,-0.0
8,True,29,-0.0
8,True,24,-0.0
8,True,2,-0.0
8,False,2,-0.0
8,False,5,-0.0
8,True,31,-0.0
8,True,17,-0.0
8,True,17,-0.0
8,False,1,-0.0
8,False,3,-0.0
8,False,36,-0.0
8,True,23,-0.0
8,True,12,-0.0
8,False,1,-0.0
8,True,4,-0.0
8,False,16,-0.0
8,True,8,-0.0
8,False,25,-0.0
8,True,41,-0.0
8,True,33,-0.0
8,False,12,-0.0
8,True,12,-0.0
8,True,36,-0.0
8,False,8,-0.0
8,False,3,-0.0
8,False,30,-0.0
8,True,9,-0.0
8,False,0,-0.0
8,False,8,-0.0
8,True,17,-0.0
8,True,18,-0.0
8,True,23,-0.0
8,False,32,-0.0
8,True,15,-0.0
8,True,17,-0.0
8,False,2,-0.0
8,False,31,-0.0
8,True,44,-0.0
8,False,44,-0.0
8,False,35,-0.0
8,True,28,-0.0
8,True,25,-0.0
8,False,0,-0.0
8,True,16,-0.0
8,False,6,-0.0
8,True,22,-0.0
8,False,4,-0.0
8,True,5,-0.0
8,True,25,-0.0
8,True,4,-0.0
8,True,26,-0.0
8,True,27,-0.0
8,True,14,-0.0
8,True,38,-0.0
8,True,13,-0.0
8,False,4,-0.0
8,False,26,-0.0
8,True,42,-0.0
8,True,21,-0.0
8,False,6,-0.0
8,True,34,-0.0
8,True,26,-0.0
8,True,3,-0.0
8,True,38,-0.0
8,True,2,-0.0
8,True,32,-0.0
8,False,15,-0.0
8,True,18,-0.0
8,True,15,-0.0
8,True,12,-0.0
8,False,2,-0.0
8,True,24,-0.0
8,True,17,-0.0
8,True,32,-0.0
8,True,6,-0.0
8,True,12,-0.0
8,True,23,-0.0
8,False,29,-0.0
8,True,26,-0.0
8,False,0,-0.0
8,False,29,-0.0
8,False,4,-0.0
8,True,29,-0.0
8,True,16,-0.0
8,True,21,-0.0
8,False,2,-0.0
8,True,13,-0.0
8,True,16,-0.0
8,False,0,-0.0
8,True,37,-0.0
8,True,14,-0.0
8,False,5,-0.0
8,True,23,-0.0
8,True,14,-0.0
8,True,23,-0.0
10,False,44,-0.0
10,False,8,-0.0
10,True,21,-0.0
10,True,17,-0.0
10,False,0,-0.0
10,True,24,-0.0
10,False,3,-0.0
10,False,11,-0.0
10,True,48,-0.0
10,False,13,-0.0
10,False,21,-0.0
10,False,0,-0.0
10,False,33,-0.0
10,False,30,-0.0
10,False,15,-0.0
10,False,12,-0.0
10,True,31,-0.0
10,False,13,-0.0
10,True,4,-0.0
10,True,40,-0.0
10,True,33,-0.0
10,False,22,-0.0
10,False,12,-0.0
10,True,22,-0.0
10,True,35,-0.0
10,False,4,-0.0
10,False,21,-0.0
10,True,17,-0.0
10,True,14,-0.0
10,True,42,-0.0
10,False,0,-0.0
10,False,0,-0.0
10,False,0,-0.0
10,False,14,-0.0
10,True,28,-0.0
10,True,12,-0.0
10,True,18,-0.0
10,True,36,-0.0
10,False,10,-0.0
10,False,11,-0.0
10,True,21,-0.0
10,True,19,-0.0
10,False,11,-0.0
